"10","N Korea's missile was intermediate range, not ICBM: Russia","Russian Defence Ministry has dismissed North Korea's claim that it successfully launched its first intercontinental ballistic missile (ICBM) on Tuesday by saying that the missile was of intermediate range and reached an altitude of 510 km. However, the US military identified the projectile as an ICBM and said that it flew over 900 km before falling into Japanese waters.","Niharika Prabhakar","0000-00-00","https://www.rt.com/news/395213-north-korea-missile-russian-defense/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499164119750_195.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"11","Twitter reacts to Mumbai MLA watering plants during rainfall","Reacting to a viral picture of Mumbai MLA Narendra Mehta watering plants while it was raining, a user tweeted, ""GREEN AWARD GOES TO MLA NARENDRA MEHTA!!!"" Another user tweeted, ""Anything for photo ops! No rhyme or logic necessary!!"", while a different user's tweet read, ""Soon in 4 years they will cut it for metro.""","Niharika Prabhakar","0000-00-00","https://repository.inshorts.com/full-page/inshorts/8a174c06-7711-403c-bd46-8ba604bf5d50?type=DETAILED_NEWS","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499182020169_376.jpg?resize=400px:*')"">
</div>","6",NULL,NULL
"12","I am in favour of women-oriented films: Nawazuddin","Actor Nawazuddin Siddiqui has said that he is in favour of women oriented films because women are taking the lead in every field and this change should be welcomed by all. He added, ""It is very important to portray a woman's individuality. Till now, women were used as objects (in movies), but now movies are being made on them.""","Radhika Chugh","0000-00-00","http://www.zoomtv.com/bollywood-news/latest/article/mom-actor-nawazuddin-siddiqui-in-favour-of-women-oriented-films/35181?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499178728117_875.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"13","I felt angry after watching Lipstick Under My Burkha: Ekta","Film-television producer Ekta Kapoor has said that she felt angry after watching the film Lipstick Under My Burkha. She added, ""I saw the film and realised we really live in a world where as women we are not allowed to do or say anything."" Notably, the film will be distributed by Ekta Kapoor's ALT Balaji and Balaji Motion Pictures.","Radhika Chugh","0000-00-00","http://indiatoday.intoday.in/story/i-got-angry-when-i-watched-lipstick-under-my-burkha-ekta/1/993882.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499171652673_995.jpg?resize=400px:*')"">
</div>","6",NULL,NULL
"14","Nirupam asks CBFC to show him Indu Sarkar before censoring","President of Mumbai Regional Congress Committee Sanjay Nirupam has sent a letter to the CBFC chief, asking him to show them Madhur Bhandarkar's film 'Indu Sarkar' before it's censored. Nirupam wrote that since the film on Emergency revolves around senior Congress leaders like Indira Gandhi, Sanjay Gandhi, they want to ensure that their leaders are not shown in bad light.

","Krishna Veera Vanamali","0000-00-00","http://www.ibtimes.co.in/indu-sarkar-controversy-sanjay-nirupam-asks-cbfc-chief-show-him-film-before-its-censored-733365","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499175560221_316.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"15","Microsoft to equip 55000 Indian schools with digital classes","Microsoft India on Monday signed a Memorandum of Understanding with National Independent Schools Alliance (NISA) to equip 55,000 schools across 23 Indian states with digital classrooms. This partnership aims to create an enabling ecosystem for schools to improve accessibility, affordability, and quality of education. NISA currently caters to over 90 lakh students across the country.","Krishna Veera Vanamali","0000-00-00","http://www.newindianexpress.com/nation/2017/jul/04/microsoft-to-equip-55000-schools-across-india-with-digital-classrooms-1623876.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499166075410_135.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"16","CBI asks court to sentence Abu Salem to life for 1993 blasts","The CBI on Tuesday asked a Terrorist and Disruptive Activities (Prevention) Act (TADA) court in Mumbai that Abu Salem, a convict in the 1993 Mumbai serial blasts case, be sentenced to life in prison. Abu Salem along with Mustafa Dossa, Firoz Abdul Rashid Khan, Tahir Merchant, Karimullah Khan, and Riyaz Siddique were found guilty in the case on June 16. ","Parmeet Kaur","0000-00-00","http://indiatoday.intoday.in/story/abu-salem-cbi-1993-mumbai-blasts-case-tada-court-mumbai/1/993937.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499177627513_444.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"17","Man detained for carrying 700 kg 'beef' in Mumbai","A man was detained by the Mumbai Police on Tuesday for allegedly carrying 700 kg of meat, suspected to be beef, in a tempo. The seized meat has been handed over to the municipal authorities for disposal, a police official said. The police is trying to find out who ordered the consignment.  ","Parmeet Kaur","0000-00-00","http://www.hindustantimes.com/mumbai-news/mumbai-man-detained-for-carrying-700kg-beef/story-ynUHZkWiHPeT4u0SYCss7I.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499175955579_421.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"18","Facebook post sparks communal violence in West Bengal","Communal violence was triggered in West Bengal's North 24 Parganas district on Monday reportedly over an 'objectionable' Facebook post by a student. Three hundred paramilitary personnel have been deployed by the Centre to help contain the violence. Reportedly, mobs have torched police vehicles, vandalised shops and houses, and blocked roads. ","Chhavi Tyagi","0000-00-00","http://www.newindianexpress.com/nation/2017/jul/04/facebook-post-snowballs-into-communal-flare-up-in-bengal-1624176.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499180832038_315.jpg?resize=400px:*')"">
</div>","8",NULL,NULL
"19","India slams UK for permitting Burhan Wani Rally ","India on Monday expressed concerns to the UK government after it permitted a rally to commemorate the death anniversary of Hizbul Mujahideen Commander Burhan Wani in Birmingham on July 8. An informal diplomatic note issued by the Indian High Commission in the UK said that allowing the commemoration of an Indian terrorist's death was not expected from British authorities.","Chhavi Tyagi","0000-00-00","http://www.hindustantimes.com/india-news/india-frowns-at-burhan-wani-day-rally-in-birmingham-asks-uk-to-stop-event/story-DzMmrq9KMRy4yxaz6B1X5H.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499189854950_145.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"20","Sri Ram Sene chief booked over Iftar comments","Sri Ram Sene chief Pramod Muthalik has been booked by the Bengaluru Police for hate speech and hurting the religious sentiments of a community. Muthalik had reportedly warned of bloodshed if temples organised Iftar parties or Namaz, at a protest he organised with his supporters against the Udupi Sri Krishna Mutt, a temple which organised an Iftar party.","Deepali Aggarwal","0000-00-00","http://www.thenewsminute.com/article/bengaluru-police-charge-sri-ram-sene-chief-pramod-muthalik-hate-speech-64625","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499189745550_778.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"21","Chaos in J&K Assembly over implementation of GST Bill","Opposition MLAs from Congress and National Conference on Monday disrupted proceedings in the J&K Assembly over discussion on the GST Bill. The MLAs were protesting against the implementation of the new tax regime in its present state as it would affect the state's special status and fiscal autonomy. Speaker Kavinder Gupta was forced to adjourn the session twice.","Deepali Aggarwal","0000-00-00","https://www.thequint.com/india/2017/07/04/jammu-kashmir-assembly-ruckus-over-gst","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499183993929_428.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"22","French Prez proposes cutting size of parliament by a third","President Emmanuel Macron on Monday proposed reducing the size of the French parliament by one-third in both the houses. Aiming at ""profound transformation"", Macron said, ""the measure will have positive consequences for the quality of parliamentary work.""  Among other proposed changes, President Macron said he will lift the state of emergency, which has been in place since 2015, in autumn.","Ayushi Ahluwalia","0000-00-00","http://www.newindianexpress.com/world/2017/jul/03/president-emmanuel-macron-proposes-to-cut-french-parliament-seats-by-a-third-1623715.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499173258542_763.jpg?resize=400px:*')"">
</div>","7",NULL,NULL
"23","Trump offers to help terminally ill UK baby Charlie Gard","US President Donald Trump has offered to help a critically ill baby named Charlie Gard after his parents lost a legal fight to take the infant to the US for experimental treatment. The 11-month-old baby suffers from a rare genetic disorder that causes progressive brain damage and has left him unable to move his arms, legs or to breathe unaided.","Ayushi Ahluwalia","0000-00-00","https://www.theguardian.com/us-news/2017/jul/03/donald-trump-offers-help-for-terminally-ill-baby-charlie-gard","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499171082670_404.jpg?resize=400px:*')"">
</div>","7",NULL,NULL
"24","Jet Airways shares jump over reports of stake sale to Delta","Shares of Jet Airways on Monday surged over 3% amid reports that the airline was in talks to sell stake to US carrier Delta Air Lines. Earlier, reports suggested Jet Airways could sell up to 24% stake in the airline. Notably, UAE based Etihad Airways is a strategic partner of Jet Airways with a 24% stake.

","Tanya Dhingra","0000-00-00","http://www.livemint.com/Companies/XouKhEorRXW8n6M2LXib4H/Jet-Airways-shares-jump-amid-stake-sale-buzz.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499176138152_264.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"25","Narendra Modi becomes first Indian PM to visit Israel","Narendra Modi on Tuesday became the first Indian Prime Minister to visit Israel in 70 years. Israeli PM Benjamin Netanyahu received Modi at the airport, in a departure from the normal practice. Modi's three-day visit aims at commemorating 25 years of diplomatic ties between the two countries and strengthening cooperation in the areas of defence, agriculture and science and technology.","Tanya Dhingra","0000-00-00","http://www.hindustantimes.com/india-news/pm-narendra-modi-s-israel-visit-five-reasons-why-tel-aviv-matters-to-india/story-YIf5DRoNlti0HcVqKyGn8L.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499170447017_347.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"26","Sona reacts to her jingle Paas Aao getting a B'wood version","Singer Sona Mohapatra has tweeted about a new Bollywood version of her toothpaste brand jingle 'Paas Aao' being created, which will star actors Sushant Singh Rajput and Kriti Sanon. ""Nothing makes me sadder that our song made iconic on its own independent strength will now have the Bolly tropes,"" tweeted Sona. The new version will be sung by Armaan Malik.

","Rini Sinha","0000-00-00","https://twitter.com/sonamohapatra/status/882080708075950081?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Findianexpress.com%2Farticle%2Fentertainment%2Fbollywood%2Fkriti-sanon-sushant-singh-rajput-raabta-paas-aao-sona-mohapatra-armaan-amaal-malik-4734717%2F","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499167522018_269.jpg?resize=400px:*')"">
</div>","11",NULL,NULL
"27","GST is common sense, tweets Anand Mahindra","Reacting to the removal of octroi duty after GST, Mahindra Group's Anand Mahindra said that octroi was a clot blocking the economy's blood flow. Truck drivers had to queue up for clearance resulting in delays in the goods delivery. Government has announced that 22 out of 29 states have removed border checkposts, as entry taxes have been absorbed under GST.","Rini Sinha","0000-00-00","https://twitter.com/anandmahindra/status/881908021684785152","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499153369883_150.jpg?resize=400px:*')"">
</div>","8",NULL,NULL
"28"," NATO considers 'Petya' cyberattack a potential act of war","NATO has released a statement claiming that the recent Petya and WannaCry ransomware attacks were done by a state actor, meaning they could potentially be viewed as acts of war. NATO added it will consider responding with ""countermeasures"". A countermeasure is any state response which would typically be illegal, but can be authorised following internationally wrongful acts by another state.","Rini Sinha","0000-00-00","https://www.theverge.com/2017/7/2/15910826/nato-response-petya-attack-state-actor-russia-ukraine","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499174506914_571.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"29","Blogger accidentally eats poisonous plant on livestream","A Chinese blogger named Zhang poisoned herself on live camera after she accidentally consumed Agave Americana, a poisonous plant, thinking it was aloe vera. Her mouth reportedly went numb and her throat felt as though it was on 'fire'. The livestream was cut short as Zhang rushed to the hospital, where she is said to be in stable condition. ","Rini Sinha","0000-00-00","https://www.thequint.com/social-buzz/2017/07/04/chinese-vlogger-zhang-mistakes-venomous-plant-for-aloe-vera","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499173987494_878.jpg?resize=400px:*')"">
</div>","5",NULL,NULL
"30","I'll marry the woman I am in love with: Ranbir","Actor Ranbir Kapoor, reacting to the rumours of his mother looking for his bride in London, said, ""I will marry the woman I am in love with. It is as simple as that."" He added that he has no plans for an arranged marriage. Ranbir further said that his family has not put any pressure on him for marriage.","Arshiya Chopra","0000-00-00","https://www.pinkvilla.com/entertainment/news/381890/ranbir-kapoor-i-will-marry-woman-i-am-love-parents-have-not-put-any","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499178685770_265.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"31","I am called scary skinny: Actress Tara Reid on body shaming","Actress Tara Reid has said that she feels body-shamed when people call her scary skinny. ""People always say I don't eat. I eat all the time... I'm just a thin girl,"" she added. The actress further said that she can relate to girls being body-shamed, as she has experienced bullying in her life.



","Arshiya Chopra","0000-00-00","http://www.dailymail.co.uk/tvshowbiz/article-4661570/Tara-Reid-reveals-feels-bullied-weight.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499176488911_284.jpg?resize=400px:*')"">
</div>","4",NULL,NULL
"32","Gotham actor seeks help on FB to locate missing daughter","Actor Donal Logue, known for his role in the TV series Gotham, in a Facebook post has asked publicly for help to locate his missing daughter Jade Logue. ""We want you home Jade. Whoever knows where she is, whoever may be with her... Just drop her off... We'll take her back, with hugs and no questions asked,"" wrote Donal.","Chhavi Tyagi","0000-00-00","http://www.hindustantimes.com/bollywood/gotham-star-donal-logue-writes-heartbreaking-facebook-appeal-seeking-help-for-lost-daughter/story-oMs8cdCeLbOsQh9Vr3iRhP.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499166471534_532.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"33","Kat never overacted, didn't act at all in few films: Ranbir","Actor Ranbir Kapoor has jokingly said that actress Katrina Kaif has never overacted and added that there have been films in which she hasn't acted at all. He said this during an episode of a children reality singing show. Ranbir further added, ""I mean that you were so flawlessly natural that you didn’t need to 'act'."" ","Chhavi Tyagi","0000-00-00","https://www.pinkvilla.com/entertainment/news/381902/ranbir-kapoor-katrina-kaif-has-never-overacted-there-are-films-where-she","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499170113929_987.jpg?resize=400px:*')"">
</div>","11",NULL,NULL
"34","Hansal Mehta and Q to come together for 'Garbage'","Filmmakers Hansal Mehta and Qaushiq Mukherjee (Q) will team up for the upcoming film Garbage. Hansal Mehta tweeted, ""A new journey begins. Strange bedfellows Q, Karma Features and Odd Joint come together for Garbage."" Hansal Mehta is known for films like Aligarh and CityLights while Q is known for his Bengali film Gandu. ","Niharika Prabhakar","0000-00-00","http://www.hindustantimes.com/bollywood/hansal-mehta-q-team-up-for-garbage/story-sqnJ4zqMXtVcX95idkRFwK.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499167978102_540.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"35","Pics show Dileep with prime accused in actress abduction row","Pictures of Malayalam actor Dileep with Pulsar Suni, the prime accused in the abduction and assault of a Malayalam actress, have emerged in the media. Earlier, Dileep during a 13-hour interrogation by the police claimed that he did not know Pulsar at all. Dileep had also stated that he was ready for a lie detector test to prove his innocence.","Niharika Prabhakar","0000-00-00","http://www.zoomtv.com/telly-talk/masala/article/malayalam-actor-dileep-kerala-actress-pulsar-suni-kidnapping-case-police/35079?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499173700979_241.jpg?resize=400px:*')"">
</div>","5",NULL,NULL
"36","School boys win right to wear shorts on turning up in skirts","After several boys turned up to England's ISCA Academy in skirts to protest against the school's 'no shorts' policy, the headmistress confirmed that shorts will be part of the official school uniform next year. The protest started as boys were banned from wearing shorts despite the hot weather. ""[P]roud of...the way they carried out this protest,"" said a parent.


","Niharika Prabhakar","0000-00-00","http://www.dailymail.co.uk/news/article-4663984/Boys-skirts-WIN-battle-wear-shorts-school.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499171781397_689.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"37","Subsidised LPG rate hiked by up to ?32 per cylinder post GST","Following the implementation of the Goods and Services Tax (GST), the price of domestic cooking gas (LPG) has been hiked by up to ?32 per cylinder, the highest increase in six years. The rates of subsidised LPG in Delhi have been increased to ?477.46 per 14.2 kg cylinder from ?446.65 after GST.","Niharika Prabhakar","0000-00-00","http://ptinews.com/news/8855055_Subsidised-LPG-rate-hiked-by-up-to-Rs-32-per-cylinder-post-GST.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499174635954_591.jpg?resize=400px:*')"">
</div>","3",NULL,NULL
"38","Rijiju escapes unhurt as chopper makes emergency landing","Union Minister Kiren Rijiju escaped unhurt on Tuesday after his chopper made an emergency landing on a small field due to bad weather. The helicopter, carrying seven other passengers and crew members, was flying from Assam's Guwahati to Arunachal Pradesh's Ziro. ""I was lucky enough to be landed safely, thanks to the BSF pilots who are very experienced,"" Rijiju said.","Ayushi Ahluwalia","0000-00-00","http://www.livemint.com/Politics/5JO8YksFZHDkT4WG639GMN/Kiren-Rijiju-escapes-unhurt-as-chopper-makes-emergency-landi.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499173542671_233.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"39","Jesse Ryder to represent NZ at Indoor Cricket World Cup","New Zealand all-rounder Jesse Ryder is set to represent the nation at the Indoor Cricket World Cup, which will be held in Dubai from September 16, 2017. The 33-year-old cricketer is among the 12 men selected for the tournament. Ryder last played for the national cricket side over three-and-a-half years ago, when he faced India in Wellington.","Ayushi Ahluwalia","0000-00-00","http://www.hindustantimes.com/cricket/jesse-ryder-to-play-for-new-zealand-in-indoor-cricket-world-cup/story-QcoHmvrCwMdTte3YlwomQI.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499174161950_361.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"40","Trump’s mock WrestleMania video his 2nd most retweeted post","US President Donald Trump's mock video from WrestleMania showing him 'wrestle' CNN has become his second-most retweeted tweet. Posted on Sunday, the 2007 video from WrestleMania, shows Trump fighting a man whose face has been superimposed with the CNN logo, to mock ""fraud news"". The video has got over three lakh retweets and has been liked over 500,000 times.","Niharika Prabhakar","0000-00-00","https://twitter.com/realDonaldTrump/status/881503147168071680","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499161514384_532.jpg?resize=400px:*')"">
</div>","11",NULL,NULL
"41","Rajasthan ATS detains suspected ISIS operator from Chennai","A joint team of Rajasthan ATS and Chennai Police on Tuesday detained a suspected ISIS operator from Burma Bazaar locality in Chennai, Tamil Nadu. The 30-year-old is suspected of collecting and sending funds and recruiting youth for the terror group. The ATS is scanning the detained man's bank accounts to check the money flow and his terror links.","Niharika Prabhakar","0000-00-00","http://indiatoday.intoday.in/story/isis-operative-chennai-rajasthan-ats/1/993625.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4jul/inshorts_image_1499168206769_411.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
