10,UP minister fails to spell out full form of GST,"While interacting with local businessmen to explain the new Goods and Services Tax (GST) regime, Uttar Pradesh minister Ramapati Shastri failed to give the full form of GST. After he fumbled, the minister tried to cover it up saying, ""I know the full form. I am going through all the relevant documents to gather more knowledge about the GST.""",Deepali Aggarwal,"29 Jun 2017,Thursday",http://www.newindianexpress.com/nation/2017/jun/29/up-minister-fails-to-spell-out-full-form-of-gst-1622274.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498748662937_494.jpg?resize=400px:*')"">
</div>"
11,"Woman made to remove toe ring at exam hall, writes to Maneka","A woman has written to Union Minister Maneka Gandhi complaining about being asked to remove her toe ring, bangles, and bindi while appearing for the Delhi Subordinate Services Selection Board examination on June 25. She claimed that the mentioned items were a symbol of her marital status. Gandhi has asked the HRD Ministry to look into the matter. ",Deepali Aggarwal,29 Jun,http://www.newindianexpress.com/nation/2017/jun/29/delhi-woman-asked-to-remove-toe-ring-at-exam-hall-writes-to-maneka-gandhi-1622253.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498756369991_276.jpg?resize=400px:*')"">
</div>"
12,CBI to give ₹10 lakh for info on missing JNU student Najeeb,"The Central Bureau of Investigation (CBI) on Thursday announced a ₹10 lakh reward for any information on missing Jawaharlal Nehru University (JNU) student Najeeb Ahmed. The CBI recently visited the JNU hostel from where he went missing while probing into his disappearance. Notably, Ahmed has been missing for over eight months now. ",Krishna Veera Vanamali,"29 Jun 2017,Thursday",http://www.newindianexpress.com/cities/delhi/2017/jun/29/cbi-announces-rs-10-lakh-in-reward-for-information-on-jnu-student-najeeb-1622271.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498747490884_130.jpg?resize=400px:*')"">
</div>"
13,70-year-old Frenchwoman raped by guard in Varanasi,A 70-year-old Frenchwoman was allegedly beaten and raped by a drunk guard in her room at a resort in Uttar Pradesh's Varanasi on Wednesday. The old woman had been staying at the venue for almost the past one year and was associated with an NGO in raising awareness among rural women about the importance of education. ,Krishna Veera Vanamali,29 Jun,http://www.hindustantimes.com/india-news/70-year-old-french-woman-raped-by-guard-in-varanasi/story-9MF9g3J7Wz10wjIZWVxKHN.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498753504538_226.jpg?resize=400px:*')"">
</div>"
14,Man beaten to death after asking teens not to play on road,"A 22-year-old man was allegedly beaten to death with a bat by two teenagers on Tuesday after asking them not to play cricket on the road earlier that day in Delhi. Reportedly, the man slapped one of the teens and asked them to shift their game to a playground after being hit in the stomach by a ball.",Krishna Veera Vanamali,"29 Jun 2017,Thursday",http://www.hindustantimes.com/delhi-news/teens-bludgeon-22-year-old-to-death-with-a-cricket-bat-in-delhi-s-sabzi-mandi/story-LkCsRpkOXqW1i9PQWDb0jI.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498739757899_618.jpg?resize=400px:*')"">
</div>"
15,Madhya Pradesh farmer suicide toll reaches 42 since June 6,"The number of farmer suicides in Madhya Pradesh since June 6, the day six farmers were killed in the Mandsaur police firing, has reached 42. As per reports, as many as eight farmers have killed themselves in the past 24 hours across the state. Sehore district has topped the list of places with the maximum number of farmer suicides.",Krishna Veera Vanamali,29 Jun,http://indiatoday.intoday.in/story/madhya-pradesh-42-farmers-commit-suicide-shivraj-singh-sehore/1/990360.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498757940139_716.jpg?resize=400px:*')"">
</div>"
16,Congress is a 'viral' party: Union Minister Venkaiah Naidu,"Reacting to the Congress' claim ""US President Donald Trump was opposed to Prime Minister Narendra Modi's recent visit"" going viral, Union Urban Development Minister M Venkaiah Naidu on Thursday said, ""Congress is a 'viral' party."" ""The opposition perhaps happened in your dreams. President Trump was seen according a warm welcome to PM Modi,"" he added.
",Prashanti Moktan,"29 Jun 2017,Thursday",http://ptinews.com/news/8843239_Cong-a--viral--party--Naidu.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498760827284_717.jpg?resize=400px:*')"">
</div>"
17,"₹2,000 penalty for honking in silence zones in Maharashtra ","A penalty of ₹2,000 will be imposed in Maharashtra for honking in silence zones once the Maharashtra Transport and Road Safety Act, 2017 is implemented. Under the Act, drivers are prohibited from honking continuously, blowing horns in silence zones, and creating undue noise by using multi-toned horns. Maharashtra government has said that it was awaiting presidential approval for the act.",Prashanti Moktan,29 Jun,http://www.hindustantimes.com/mumbai-news/soon-you-may-have-to-pay-2-000-every-time-you-honk-needlessly-or-in-silence-zone-in-maharashtra/story-q2ICjncjawjSLf5cIbwrJP.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498741359958_145.jpg?resize=400px:*')"">
</div>"
18,BJP legislator leads protest calling for momo ban in J&K,"BJP Member of Legislative Council (MLC) Ramesh Arora led a protest against the sale of momos in Jammu and Kashmir on Thursday. Arora had earlier called momos ""more harmful than alcohol and psychotropic drugs"" and called for a nationwide ban on the street food. He also called Ajinomoto present in momos as the root cause of life-threatening diseases.",Chhavi Tyagi,"30 Jun 2017,Friday",http://www.aninews.in/videosMg/NzE0NDU/bjp-legislator-ngo-members-hold-protest-demanding-039-momo-039-ban.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498733866460_950.jpg?resize=400px:*')"">
</div>"
19,Man accused of carrying beef beaten to death by mob,"A 45-year-old Muslim trader accused of carrying beef was beaten to death by a mob which comprised of over 100 people in Jharkhand. Hinting that the murder could be a result of professional rivalry, Jharkhand police spokesperson RK Mallick said, ""He traded in beef and had been getting calls for ransom from his business rivals and local criminals.""",Chhavi Tyagi,30 Jun,http://www.hindustantimes.com/india-news/jharkhand-man-accused-of-carrying-beef-beaten-to-death/story-3fuowiHpgloxAbERlouZ4M.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498752821689_653.jpg?resize=400px:*')"">
</div>"
20,Ganguly to attend MCC's World Cricket committee meeting,"Former Indian captain Sourav Ganguly is set to attend MCC's World Cricket committee meeting at the Lord's on July 3 and 4. The inclusion of cricket in the 2024 Olympics, Australian players' pay dispute and the concept of four-day Test matches will be discussed among other things in the meeting. Notably, Ganguly is also part of BCCI's Cricket Advisory Committee.",Sonu Kumari,"29 Jun 2017,Thursday",http://www.hindustantimes.com/cricket/sourav-ganguly-to-attend-mcc-world-cricket-committee-meeting/story-YHHft37nKy4MeguXBOk8SN.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498752751027_543.jpg?resize=400px:*')"">
</div>"
21,"Don't skip GST launch, Jaitley appeals to Opposition parties","Finance Minister Arun Jaitley on Thursday appealed to the Congress and the Left parties to reconsider their decision to boycott the Goods and Services Tax (GST) launch event. Asserting that the landmark indirect tax reform was a result of joint decisions, Jaitley said that the Opposition cannot run away from it now. ",Sonu Kumari,29 Jun,http://www.hindustantimes.com/business-news/govt-gears-up-for-gst-rollout-finance-minister-jaitley-appeals-to-everyone-to-be-part-of-launch/story-eG9l6N3ghu11372AIZn2AO.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498757365217_199.jpg?resize=400px:*')"">
</div>"
22,JD(U) slams Modi for making cow an agenda to polarise votes,"The JD(U) has slammed Prime Minister Narendra Modi for making cow a national agenda to polarise votes. ""PM has had to appeal the gau rakshaks for the second time not to kill people in the name of cow... PM was not interested in gau seva but polarisation of votes in the name of gau,"" JD(U) spokesperson Neeraj Kumar said.",Chhavi Tyagi,"29 Jun 2017,Thursday",http://indiatoday.intoday.in/story/jdu-slams-pm-modi-cow-national-agenda-polarise-votes/1/990425.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498753019104_207.jpg?resize=400px:*')"">
</div>"
23,Ireland's Parliament bans onshore fracking,"The upper house of Ireland's Parliament on Wednesday passed a bill banning onshore fracking in the country. Fracking is the process of extracting gas from shale rock using high-pressure water and chemicals. The chemicals used in this process can damage the environment and groundwater, while the process can release methane gases. The bill is due for President Michael Higgins' signature.
",Chhavi Tyagi,29 Jun,https://www.rt.com/news/394513-ireland-bans-onshore-fracking/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498738336322_658.jpg?resize=400px:*')"">
</div>"
24,Chinese Prez visits Hong Kong to mark handover anniversary,"Chinese President Xi Jinping arrived in Hong Kong on Thursday to mark 20 years since the territory was handed back to China by Britain, ending over 150 years of colonial rule on July 1, 1997. Hong Kong was allowed to remain autonomous from mainland China and maintains separate laws and government under a 'one country, two systems' framework.",Niharika Prabhakar,"29 Jun 2017,Thursday",https://www.theguardian.com/world/2017/jun/29/security-lockdown-in-hong-kong-as-xi-jinping-marks-anniversary-of-handover,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498736067389_692.jpg?resize=400px:*')"">
</div>"
25,"Indian money in Swiss banks hits record low of ₹4,500 crore","Money held by Indians in Switzerland banks fell to a record low of 676 million Swiss francs (₹4,500 crore) in 2016. Marking the third straight year of decline, this is the lowest Indians held in Swiss banks since Switzerland began making the data public in 1987. Total money held by Indians fell 45%, marking the biggest-ever yearly decline.",Niharika Prabhakar,29 Jun,http://indiatoday.intoday.in/story/indians-money-in-swiss-banks-hit-record-low-of-676-mn-francs/1/990488.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498748768930_522.jpg?resize=400px:*')"">
</div>"
26,400m world record holder Van Niekerk sets 300m world record,"South African sprinter Wayde van Niekerk, who currently holds the 400-metre sprint record, broke the 300-metre world record at the Ostrava Golden Spike on Wednesday. Niekerk completed the race in 30.81 seconds, breaking American sprinter Michael Johnson's record timing of 30.85 seconds. Notably, the 300-metre race is a rare event in track and field competitions.",Chhavi Tyagi,"29 Jun 2017,Thursday",https://www.reuters.com/article/us-athletics-record-idUSKBN19J2MF,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498728692641_563.jpg?resize=400px:*')"">
</div>"
27,Recreated version of Hawa Hawa song from Mubarakan released,"The recreated version of the Hawa Hawa song from the upcoming film Mubarakan was released on Thursday. The new version has been sung by Mika and Prakriti Kakar, composed by music director duo Gourov-Roshin with lyrics by Kumaar. The song was originally by Pakistani singer Hasan Jahangir and is said to have been based on an Iranian song Havar Havar.",Chhavi Tyagi,29 Jun,https://www.youtube.com/watch?v=ClFopanltmg,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498736616332_829.jpg?resize=400px:*')"">
</div>"
28,Army chief visits Sikkim amid India-China border stand-off,"Indian Army chief General Bipin Rawat arrived in Sikkim on Thursday to take stock of the security scenario amid a stand-off between Indian and Chinese troops along the border. As per an official source, Gen Rawat was briefed about operational matters. Earlier, Indian Army blocked China's attempts at building a road in an area, which would give China military advantage.",Niharika Prabhakar,"29 Jun 2017,Thursday",http://www.hindustantimes.com/india-news/army-chief-gen-bipin-rawat-visits-sikkim-amid-india-china-border-face-off/story-u2VB5AmHnU7AOLClhYtXKK.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498749485743_404.jpg?resize=400px:*')"">
</div>"
29,"Smart nightlight that notifies users of emails, texts made","A Canada-based designer has created the 'Aumi Mini' USB-powered nightlight that can be connected to Wi-Fi to inform users of notifications on their smartphones. The light can be programmed to show 16 million colours to indicate notifications like emails, text messages, and social media mentions. Priced at about ₹1,500, the light can also flash red when the Wi-Fi is down.",Niharika Prabhakar,29 Jun,https://www.youtube.com/watch?v=4d7IDgxqdD8,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498744325618_414.jpg?resize=400px:*')"">
</div>"
30,‘Maharaj’ added to the name of Mumbai’s CST railway station ,"Railways authorities have officially changed the name of Mumbai's biggest station from Chhatrapati Shivaji Terminus (CST) to Chhatrapati Shivaji Maharaj Terminus on Wednesday. The Centre approved the change last month after the Shiv Sena demanded the addition of 'Maharaj' as a sign of respect to the Maratha king. However, the station's code used for booking tickets will still remain 'CSTM'. ",Chhavi Tyagi,"30 Jun 2017,Friday",http://www.hindustantimes.com/mumbai-news/mumbai-travellers-cst-is-now-chhatrapati-shivaji-maharaj-terminus/story-ZZbzAnvvu1leBPZCRQwmtM.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498743695814_551.jpg?resize=400px:*')"">
</div>"
31,Don’t believe hype about self-driving cars: iPod Co-creator,"Former Apple executive Tony Fadell, who was one of the creators of the iPod, has advised people not to believe the ""hype"" about self-driving cars. He explained that the time when consumers will be able to buy driverless cars with a speed of about 100 kmph is a ""lot further off than people are telling you.""",Chhavi Tyagi,30 Jun,https://www.bloomberg.com/news/articles/2017-06-29/this-iphone-designer-says-no-more-screens,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498741239495_140.jpg?resize=400px:*')"">
</div>"
32,Pope Francis backs aide in fight against sex abuse charges,"After sex abuse charges were filed in Australia against Pope Francis' Chief Financial Adviser Cardinal George Pell, the Pope said that Pell was ""honest"" and had repeatedly condemned acts of abuse against minors as immoral. Pope also didn't ask Pell to resign from his post and has rather granted him a leave to return to Australia to fight the charges.",Chhavi Tyagi,"30 Jun 2017,Friday",https://www.theguardian.com/australia-news/2017/jun/29/george-pell-takes-leave-from-vatican-to-fight-sex-abuse-charges-in-australia,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498729078845_857.jpg?resize=400px:*')"">
</div>"
33,Contest offers ₹32 lakh for uniquely shaped cheeto,"Snack brand Cheetos has organised a contest wherein participants can have a chance at winning ₹32 lakh for submitting a picture of a uniquely shaped cheeto. Some of the submissions include cheetos in the shape of bellbottom pants, pineapple and those that bear a resemblance to dinosaurs. The contest, which began in May, will get over on August 6. ",Chhavi Tyagi,30 Jun,http://mashable.com/2017/06/26/cheetos-museum-contest/?utm_cid=hp-n-15#XlPM6B7NAqqd,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498746788474_684.jpg?resize=400px:*')"">
</div>"
34,Dhirubhai enjoyed creating wealth for people: Anil Ambani,"Anil Ambani said his father, late Dhirubhai Ambani, enjoyed creating wealth for people the most. ""If you ever asked what part of being an entrepreneur he enjoyed...he'd say, 'I enjoy creating wealth. But what I enjoy even more is creating wealth for the people of the country',"" Ambani said. Notably, Dhirubhai Ambani is regarded as father of India's capital markets.",Sonu Kumari,"29 Jun 2017,Thursday",http://indiatoday.intoday.in/story/dhirubhai-enjoyed-more-in-creating-wealth-for-masses-anil/1/990139.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498746639608_850.jpg?resize=400px:*')"">
</div>"
35,Banks conclude biggest asset resolution with Jaypee deal,"ICICI Bank on Thursday said a lenders' consortium led by it has concluded the biggest asset resolution in India with consummation of the ₹16,189 crore takeover of Jaypee Cement by Ultratech. The lenders could reportedly receive about ₹4,000 crore from the sale. ""I hope this landmark transaction will pave the way for more such resolutions,” MD Chanda Kochhar said. ",Sonu Kumari,29 Jun,http://www.livemint.com/Industry/Gz4uuJ63wbqaJMk42SfmjK/Banks-led-by-ICICI-complete-biggest-asset-resolution-with-Ul.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498749596061_406.jpg?resize=400px:*')"">
</div>"
36,IndiGo parent's stock dips 3% on potential Air India bid,"Shares of InterGlobe Aviation, the owner of budget airline IndiGo, plunged around 3% during intraday trade on Thursday after reports said the carrier has expressed interest in acquiring stake in Air India. IndiGo is the first company that has formally shown interest in buying stake in Air India, the Aviation Ministry said. Air India has a debt of ₹52,000 crore.",Sumedha Sehra,"29 Jun 2017,Thursday",http://www.india.com/news/india/after-tata-indigo-interested-in-taking-over-air-india-the-8-billion-debt-laden-national-carrier-10-points-2280472/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498743966584_369.jpg?resize=400px:*')"">
</div>"
37,RBI to remain open on July 1 to facilitate fund transfers,"The Reserve Bank of India will remain open on July 1 for services such as transfer of funds through National Electronic Fund Transfer (NEFT) and Real Time Gross Settlement (RTGS) from 11 AM onwards. Notably, RBI follows a July to June accounting year and June 30 being the closing date, the office generally remains closed on July 1 every year.",Sumedha Sehra,29 Jun,http://www.livemint.com/Industry/o6Ka4eqpeJFc6GShzpSlGK/RBI-to-remain-open-on-1-July-to-facilitate-NEFT-RTGS-transa.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498747737225_123.jpg?resize=400px:*')"">
</div>"
38,Hot air balloon flown over Hollywood sign for 2.0 promo,"As part of 2.0 promotions, a 100-foot-tall hot air balloon with images of actors Rajinikanth and Akshay Kumar, was flown over the Hollywood sign in Los Angeles. The hot air balloon will also be flown across various Indian and foreign cities and will be taken to as many balloon festivals as possible, as per the film's production house.",Prashanti Moktan,"29 Jun 2017,Thursday",https://www.youtube.com/watch?v=mT4G8WfD16o,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498745734626_813.jpg?resize=400px:*')"">
</div>"
39,"6-pack abs, bulging biceps not mandatory for actors: Vivian","Television actor Vivian Dsena has said that six-pack abs and bulging biceps are not mandatory for actors. ""Your performance creates your image for the audience,"" added Dsena, and further said that six-pack abs are helpful when a person is into modelling. Vivian is known for his roles in shows like Madhubala-Ek Ishq Ek Junoon, Kasamh Se, among others.
",Prashanti Moktan,29 Jun,http://www.hindustantimes.com/tv/abs-are-not-a-mandate-for-actors-vivian-dsena/story-dErM9CHr9UZ8SxLdTyvCEN.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498747434373_494.jpg?resize=400px:*')"">
</div>"
40,Irrfan Khan refutes rumours of him not doing Bhansali's film,"Irrfan Khan has dismissed recent reports of him walking out of Sanjay Leela Bhansali's film Gustakhiyan. He has clarified that he was approached for the film almost two years back but since then there has been no conversation on dates. Irrfan added, ""So how does the question of me not having time... (for) the film even come from?""",Dishant Sharma,"29 Jun 2017,Thursday",http://www.hindustantimes.com/bollywood/was-approached-for-bhansali-s-gustaakhiyan-two-years-back-no-talks-since-then-irrfan/story-KSYXjhAwjFTCOprU0M8plM.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498748218854_625.jpg?resize=400px:*')"">
</div>"
41,That option is always open: Priyanka on getting married,"On being asked about her marriage plans, actress Priyanka Chopra said, ""Let's just say that the option is always open."" She added that the pace and time commitments of being an actor aren't easy to handle and her partner will have to understand and support that. ""At the end of the day, two people make a relationship work,"" said Priyanka.",Dishant Sharma,29 Jun,http://indiatoday.intoday.in/story/priyanka-chopra-marriage-plans-love-life-relationship/1/990317.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498746022689_473.jpg?resize=400px:*')"">
</div>"
42,Srikanth climbs three spots to re-enter world top-10 ,"Indian shuttler Kidambi Srikanth climbed three spots to eighth place, re-entering the top-10 of the BWF men's singles rankings. Srikanth, who became the first Indian shuttler to win two successive Super Series titles, is the lone Indian shuttler to figure in the top-10 of men's singles rankings. Notably, B Sai Praneeth is ranked 15th, while Ajay Jayaram is 16th.",Chhavi Tyagi,"30 Jun 2017,Friday",http://www.hindustantimes.com/other-sports/kidambi-srikanth-climbs-up-three-spots-to-re-enter-top-10-of-badminton-rankings/story-rRSsC9aw309iX8HAKQOx4J.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29jun/inshorts_image_1498742868146_813.jpg?resize=400px:*')"">
</div>"
