"10","BJP to have offices in all districts by Dec 2018: Amit Shah","BJP President Amit Shah on Sunday said that the party will have functional offices in all districts of India by December 2018. ""The party's existence is through the smallest of the booth-level cadre. The party office is not less than a temple for workers,"" added Shah. He made the comments while inaugurating new premises of BJP's South Goa district headquarters.","Saloni Tandon","0000-00-00","http://www.hindustantimes.com/india-news/bjp-will-have-offices-in-all-districts-of-india-by-december-2018-amit-shah/story-HfAJvs0J9p0PkiHlRt6QcO.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499011921730_450.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"11","Deaths by cops to reach 1k for 3rd year in row in US: Report","A US daily has projected that as many as 1,000 people will be killed across the country in 2017 by police, for the third year in a row. Basing its research on media reports, it said that 492 people have already been killed by US police so far this year. From all unarmed people killed, over 25% were black men.","Saloni Tandon","0000-00-00","http://www.hindustantimes.com/world-news/us-deaths-by-police-gunfire-on-track-to-reach-1-000-in-2017-report/story-gLvr7gl0tMS6ZT9CoTaHqK.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498996289516_692.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"12","Our bowling is something else, Riteish Deshmukh on Pak win","Reacting to the Indian women's cricket team's win over Pakistan in the ICC Women's World Cup 2017 on Sunday, actor Ritesh Deshmukh tweeted, ""Our Bowling today is something else... Indian Women's Cricket Team... Come On #INDvPAK."" Virender Sehwag tweeted, ""Congratulations @BCCIWomen on a fabulous victory against Pakistan in the ICC #WWC17. Hats off on such a spirited effort. #INDvPAK.""","Prashanti Moktan","0000-00-00","http://indiatoday.intoday.in/story/india-vs-pakistan-womens-world-cup-ekta-bisht-mithali-raj-cricket/1/992691.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499018736276_377.jpg?resize=400px:*')"">
</div>","8",NULL,NULL
"13","Posters for independence by Khalistani groups seen in Punjab","Hoardings demanding independence by Khalistani separatist groups have emerged at various places in Punjab. The hoardings carried slogans like 'Azadi Hi Hal (solution), Punjab Independence 2020 Referendum'. Calling for the removal of the hoardings, State Secretary of the BJP in Punjab Vineet Joshi said, ""It is a sinister attempt to disturb the peace and harmony of Punjab by anti-national forces.""","Prashanti Moktan","0000-00-00","http://indiatoday.intoday.in/story/punjab-khalistan-groups-separatists-in-punjab-amarinder-singh/1/992599.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499015069148_166.jpg?resize=400px:*')"">
</div>","7",NULL,NULL
"14","Woman dies after falling off cliff while taking selfie in MP","A 35-year-old woman named Sushma Jain died after falling off a cliff into a 40-foot valley, while clicking selfies in Kati Ghati in Madhya Pradesh's Chanderi town. Sushma, who was visiting Chanderi with her family members, was rushed to a hospital where she died. Kati Ghati is a major attraction among tourists and popular for being a 'selfie spot'.","Ayushi Ahluwalia","0000-00-00","http://www.hindustantimes.com/india-news/woman-falls-off-cliff-while-clicking-selfie-in-kali-ghati-dies/story-NsR9UbJIS9PJ8ssMs0yAJO.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499015199037_539.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"15","FIR against man for indecent WhatsApp msg against Modi, Yogi","An FIR has been lodged against a man in Uttar Pradesh's Ballia district for allegedly posting indecent remarks against PM Narendra Modi and UP CM Yogi Adityanath on WhatsApp. The complaint was filed by a BJP worker against the accused Suraj, who is reportedly a BSP supporter. The local police are currently raiding different locations to arrest the accused.","Ayushi Ahluwalia","0000-00-00","http://www.newindianexpress.com/nation/2017/jul/02/fir-against-man-for-indecent-whatsapp-post-against-pm-up-cm-1623302.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499010275737_757.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"16","Waqar Younis slammed for suggesting shortening women's ODis","Former Pakistan captain Waqar Younis was slammed on Twitter for suggesting shortening of women's ODIs to 30 overs a side. A user tweeted, ""Wait, so are you saying they women should not be given equal treatment? Or asking for equal treatment is... Wrong?"" Waqar later tweeted a clarification, saying he meant no discrimination or prejudice towards women.","Deepali Aggarwal","0000-00-00","https://twitter.com/waqyounis99/status/880916712861728768","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499010065453_321.jpg?resize=400px:*')"">
</div>","5",NULL,NULL
"17","Unemployed Australian cricketer tries hand at golf","Bowler Mitchell Starc, who is among 230 Australian cricketers unemployed after their contracts expired, is trying golf. Starc posted a picture on Instagram, captioned, ""Thought I'd better give another profession a go...#unemployed. Celtic Manor yet to disappoint..Absolute treat."" Top Australian cricketers are unemployed after no new deal was struck between Cricket Australia and the players' union.","Deepali Aggarwal","0000-00-00","https://www.instagram.com/p/BV-jeJ4jNQW/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499007140099_717.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"18","Sachin posts Instagram photo of breakfast cooked by son","Former Indian cricketer Sachin Tendulkar posted a photograph on Instagram, of the breakfast prepared by his son Arjun Tendulkar. Sachin captioned the Instagram post, ""Breakfast in bed cooked by my son Arjun :-) best breakfast ever!!!"" Sachin recently also posted a throwback photo from India's semifinal win over South Africa in the Champions Trophy 2002.","Vani Vivek","0000-00-00","https://www.instagram.com/p/BWCgevnD6dS/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499010393255_406.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"19","Germany win their first-ever FIFA Confederations Cup","Current world champions Germany won their first-ever FIFA Confederations Cup title, defeating Chile 1-0 in the final in Russia on Sunday. This was the also the first time Germany made it to the final of the tournament, having finished at third place in the 2005 edition. Portugal finished at third place in the tournament, after defeating Mexico 2-1 on Sunday.","Vani Vivek","0000-00-00","http://www.fifa.com/confederationscup/matches/round=274645/match=300334881/index.html#nosticky","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499026963447_318.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"20","Aussie cricketers mock their unemployment on social media","Australian cricketers including David Warner mocked their 'unemployed' status on social media. Warner asked a former Australian cricket team batting coach to try for a new cricket league in South Africa. Warner also requested former Australian teammate Aaron Finch to ""put in a good word"" for him at the English county side Surrey.","Prashanti Moktan","0000-00-00","https://twitter.com/mjdiva5/status/881422778624339968","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499016248150_288.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"21","Is IPL a sports or a commercial activity, Bombay HC asks MCA","The Bombay High Court has demanded the Mumbai Cricket Association to reveal if the Indian Premier League is a sports activity or a commercial activity. The request has come after the Mumbai Cricket Association (MCA) had taken water from the Brihanmumbai Municipal Corporation (BMC) for ground and pitch maintenance during the Indian Premier League 2017.","Prashanti Moktan","0000-00-00","http://www.hindustantimes.com/cricket/is-ipl-a-sports-or-commercial-activity-bombay-high-court-asks-mca/story-2QoXI7kyUT1GVsYPmizD1N.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499018045560_725.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"22","BJP leader booked for inciting 'gau rakshaks' in Jharkhand","Hisabi Rai, a BJP leader in Jharkhand's Pakur district, has been booked by the police for allegedly inciting cow vigilantism. Police said a complaint was filed against Rai by over 50 Muslims, who shared screenshots of Rai's WhatsApp chat. The conversation reportedly cited incidents of mob violence in Giridih and Ramgarh, where people were attacked by cow vigilantes.","Deepali Aggarwal","0000-00-00","http://www.india.com/news/india/bjp-leader-booked-for-allegedly-inciting-gau-rakshaks-in-jharkhand-2287684/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499005926464_601.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"23","CIA contractors fired for hacking machine to steal snacks","The Central Intelligence Agency in the US has fired contractors who were found guilty of hacking vending machines in its headquarters to steal snacks worth ?2 lakh. The contractors unplugged the cable connecting the payments platform's server to the machine, making it impossible for the machine to verify payments. This allowed them to swipe unfunded cards and get the snacks.","Deepali Aggarwal","0000-00-00","http://www.ibtimes.com/government-hacking-cia-contractors-fired-stealing-thousands-dollars-snacks-vending-2559938","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499007170099_747.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"24","Bella Hadid slammed for posting topless photo on Instagram","Model Bella Hadid has been slammed by people for posting a topless photo of herself on Instagram. ""How can a Muslim girl wear this kind [of] dress...[F]eel ashamed to call you a Muslim,"" commented a user. ""[You're] showing too much,"" wrote another user. However, a fan defended her and wrote, ""Some people are just haters, keep that strong beautiful body.""","Dishant Sharma","0000-00-00","http://www.ibtimes.co.uk/bella-hadid-blasted-by-religious-conservatives-going-topless-instagram-proud-be-muslim-1628610","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499003970477_530.jpg?resize=400px:*')"">
</div>","6",NULL,NULL
"25","Windies defeat India in fourth ODI to keep series alive","Windies defeated India by 11 runs in the fourth ODI on Sunday to keep the five-match series alive at 2-1. Windies' Jason Holder took five wickets as India lost their last five wickets for 19 runs. The last time India failed to chase down a target of less than 200 in a full ODI was also against Windies in 2006.","Dishant Sharma","0000-00-00","https://www.icc-cricket.com/match/6240#scorecard","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499029942563_642.jpg?resize=400px:*')"">
</div>","2",NULL,NULL
"26","How will GST affect the sports industry in India?","After the implementation of GST, ticket prices of sporting events in India have become more expensive. While IPL tickets will be taxed at the highest rate of 28%, other events by recognised sports governing bodies like BCCI will be taxed at 18%. Purchasing sports equipment is now more expensive, with sports goods manufacturing being taxed between 12%-28%.","Prashanti Moktan","0000-00-00","https://www.newsbytesapp.com/timeline/Sports/8429/48227/impact-of-gst-on-indian-sports-industry","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499006616194_678.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"27","Trump defends his use of social media amid criticism","US President Donald Trump has defended his use of social media in a series of tweets, following criticism over his recent tweets attacking TV hosts Mika Brzezinski and Joe Scarborough. Adding that, ""I won the 2016 election with interviews, speeches and social media,"" Trump tweeted, ""The fake & fraudulent news media is working hard to convince...I shouldn't use social media.""","Prashanti Moktan","0000-00-00","http://www.hindustantimes.com/world-news/in-another-tweet-blitz-donald-trump-defends-his-use-of-social-media/story-X4F0UCH3MYugfQXcErQ3xM.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498992519279_536.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"28","Like a father figure, Pranab Da has guided me: Modi on Prez","Prime Minister Narendra Modi, while launching the book 'President Pranab Mukherjee- A Statesman' dedicated to the outgoing President, said, ""Like a father figure, Pranab Da has guided me."" Modi added, ""It was a very big privilege... that I eased into life in Delhi holding Pranab Da's hand."" Meanwhile, Mukherjee said that despite divergence of views, they acted in close cooperation.","Prashanti Moktan","0000-00-00","http://www.india.com/news/india/president-pranab-mukherjee-is-like-father-figure-to-me-says-pm-narendra-modi-at-rashtrapati-bhawan-2288977/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499009460255_863.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"29","70-year-old man wins three-year battle for ?40","A 70-year-old man recently won a three-year battle at the Consumer Disputes Commission in Delhi to get a refund of ?40, imposed on him as penalty in 2014. Lekh Raj was wrongly fined for not paying the maintenance for a house he was allotted by a state body in Himachal Pradesh. Authorities were also ordered to pay ?5000 as compensation.","Prashanti Moktan","0000-00-00","http://www.newindianexpress.com/thesundaystandard/2017/jul/01/himachal-elder-wins-3-year-battle-in-delhi-for-rs-40-1623022.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498997724556_589.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"30","GST will lead to higher GDP growth in medium term: Moody’s","Credit rating agency Moody's on Sunday said GST will be positive for India's rating as it will lead to higher GDP growth in the medium term. GST will improve ease of doing business and enhance India's attractiveness as a foreign investment destination, Moody's VP William Foster said. It will support higher government revenue generation through improved tax compliance, he added.","Prashanti Moktan","0000-00-00","http://www.hindustantimes.com/business-news/gst-to-boost-gdp-in-medium-term-positive-for-india-s-rating-moody-s/story-BONnHlefHt74fEE05KB07O.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498996985652_107.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"31","Team India manager reports no incident between Kumble, Kohli","Kapil Malhotra, Indian cricket team's manager during the Champions Trophy, has reported no incident of discord between captain Virat Kohli and former coach Anil Kumble. BCCI had specifically asked Malhotra to report any incident which may have affected the dressing room environment. BCCI has now sought reports from Anil Patel, who was the administrative manager during India's home Test season.","Prashanti Moktan","0000-00-00","http://www.hindustantimes.com/cricket/manager-s-report-no-adverse-views-on-virat-kohli-anil-kumble-relations/story-Pyoc3AsAipOIRyPfqJVrJN.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499016311297_753.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"32","Lynching cases higher before NDA regime: Amit Shah","BJP leader Amit Shah on Saturday said that the number of lynching incidents between 2011 and 2013 was higher than in the three years of NDA regime. ""Mohammad Akhlaq died in Uttar Pradesh when Samajwadi Party was in government. Law and order is state subject. It is their responsibility and yet there is a protest against Modi government,"" he added.","Saloni Tandon","0000-00-00","http://www.hindustantimes.com/india-news/bjp-is-being-unfairly-blamed-for-lynchings-amit-shah/story-5XAOgMioeOIoPPO2wwE3TP.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1jul/inshorts_image_1498932494288_174.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"33","I disagree that AI overlord will control humanity: IBM exec","David Kenny, Senior Vice President for IBM's supercomputer Watson, recently discussed the societal implications of artificial intelligence. Kenny said that he disagrees with the 'dystopian' view that robots will cause massive job loss or that an AI 'overlord' will control humanity. ""Real disaster would be abandoning...cognitive technology before its full potential can be realised,"" he added.","Saloni Tandon","0000-00-00","https://www.recode.net/2017/6/27/15875432/ibm-congress-ai-job-loss-overlord","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499005698897_982.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"34","BJP to have offices in all districts by Dec 2018: Amit Shah","BJP President Amit Shah on Sunday said that the party will have functional offices in all districts of India by December 2018. ""The party's existence is through the smallest of the booth-level cadre. The party office is not less than a temple for workers,"" added Shah. He made the comments while inaugurating new premises of BJP's South Goa district headquarters.","Saloni Tandon","0000-00-00","http://www.hindustantimes.com/india-news/bjp-will-have-offices-in-all-districts-of-india-by-december-2018-amit-shah/story-HfAJvs0J9p0PkiHlRt6QcO.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499011921730_450.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"35","Deaths by cops to reach 1k for 3rd year in row in US: Report","A US daily has projected that as many as 1,000 people will be killed across the country in 2017 by police, for the third year in a row. Basing its research on media reports, it said that 492 people have already been killed by US police so far this year. From all unarmed people killed, over 25% were black men.","Saloni Tandon","0000-00-00","http://www.hindustantimes.com/world-news/us-deaths-by-police-gunfire-on-track-to-reach-1-000-in-2017-report/story-gLvr7gl0tMS6ZT9CoTaHqK.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498996289516_692.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"36","Creativity kisi ke baap ki mohtaj nahi hai: Nawazuddin","Actor Nawazuddin Siddiqui, while speaking about artistes in a society which has become ultra-sensitive, said, ""Creativity kisi ke baap ki mohtaj nahi hai...they [artistes] won't and shouldn't stop in the fear of the society."" On playing Indo-Pakistani writer Saadat Hasan Manto, Nawazuddin said, ""If I think about the reaction I'm going to receive, I won't be able to work.""","Dishant Sharma","0000-00-00","http://www.hindustantimes.com/bollywood/nawazuddin-siddiqui-creativity-kisi-ki-mohtaj-nahi-hai/story-f3S3JfwPRvpDikZKpYF2LK.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1498997101538_299.jpg?resize=400px:*')"">
</div>","8",NULL,NULL
"37","Is IPL a sports or a commercial activity, Bombay HC asks MCA","The Bombay High Court has demanded the Mumbai Cricket Association to reveal if the Indian Premier League is a sports activity or a commercial activity. The request has come after the Mumbai Cricket Association (MCA) had taken water from the Brihanmumbai Municipal Corporation (BMC) for ground and pitch maintenance during the Indian Premier League 2017.","Dishant Sharma","0000-00-00","http://www.hindustantimes.com/cricket/is-ipl-a-sports-or-commercial-activity-bombay-high-court-asks-mca/story-2QoXI7kyUT1GVsYPmizD1N.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499018045560_725.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"38","Sachin posts Instagram photo of breakfast cooked by son","Former Indian cricketer Sachin Tendulkar posted a photograph on Instagram, of the breakfast prepared by his son Arjun Tendulkar. Sachin captioned the Instagram post, ""Breakfast in bed cooked by my son Arjun :-) best breakfast ever!!!"" Sachin recently also posted a throwback photo from India's semifinal win over South Africa in the Champions Trophy 2002.","Saloni Tandon","0000-00-00","https://www.instagram.com/p/BWCgevnD6dS/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499010393255_406.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"39","Germany win their first-ever FIFA Confederations Cup","Current world champions Germany won their first-ever FIFA Confederations Cup title, defeating Chile 1-0 in the final in Russia on Sunday. This was the also the first time Germany made it to the final of the tournament, having finished at third place in the 2005 edition. Portugal finished at third place in the tournament, after defeating Mexico 2-1 on Sunday.","Saloni Tandon","0000-00-00","http://www.fifa.com/confederationscup/matches/round=274645/match=300334881/index.html#nosticky","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499026963447_318.jpg?resize=400px:*')"">
</div>","1",NULL,NULL
"40","Woman dies after falling off cliff while taking selfie in MP","A 35-year-old woman named Sushma Jain died after falling off a cliff into a 40-foot valley, while clicking selfies in Kati Ghati in Madhya Pradesh's Chanderi town. Sushma, who was visiting Chanderi with her family members, was rushed to a hospital where she died. Kati Ghati is a major attraction among tourists and popular for being a 'selfie spot'.","Dishant Sharma","0000-00-00","http://www.hindustantimes.com/india-news/woman-falls-off-cliff-while-clicking-selfie-in-kali-ghati-dies/story-NsR9UbJIS9PJ8ssMs0yAJO.html","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499015199037_539.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
"41","Unemployed Australian cricketer tries hand at golf","Bowler Mitchell Starc, who is among 230 Australian cricketers unemployed after their contracts expired, is trying golf. Starc posted a picture on Instagram, captioned, ""Thought I'd better give another profession a go...#unemployed. Celtic Manor yet to disappoint..Absolute treat."" Top Australian cricketers are unemployed after no new deal was struck between Cricket Australia and the players' union.","Dishant Sharma","0000-00-00","https://www.instagram.com/p/BV-jeJ4jNQW/","<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2jul/inshorts_image_1499007140099_717.jpg?resize=400px:*')"">
</div>","0",NULL,NULL
