18,Doctor arrested for selling babies to childless couples,"An ayurveda doctor from Telangana's Khammam district was arrested on Friday by the local police for allegedly selling babies to childless couples. The doctor sold at least five female infants, mostly belonging to tribals who were daily wage workers, after delivery at his hospital. The infants were sold for amounts ranging from ₹1 lakh and ₹2 lakh.",Ankush Verma,"01 Jul 2017,Saturday",http://www.hindustantimes.com/india-news/telangana-ayurveda-doctor-held-for-selling-babies/story-Xhx33HaWodq6TsQh74UM9N.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498843434422_620.jpg?resize=400px:*')"">
</div>"
19,Delhi govt resolves to reserve 85% DU seats for locals ,"The Delhi Assembly on Thursday adopted a resolution to reserve 85% seats for local students in 28 colleges affiliated to Delhi University (DU). A resolution seeking to allow universities other than DU to have their own affiliated colleges has also been passed. Notably, the 28 DU colleges are funded partially or fully by the Delhi government.",Ankush Verma,01 Jul,http://www.india.com/news/india/delhi-assembly-passes-resolution-to-reserve-85-seats-in-delhi-university-for-locals-teachers-say-mere-populism-2281721/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498826578372_536.jpg?resize=400px:*')"">
</div>"
20,Myanmar to refuse entry to UN team probing Rohingya abuse,"Myanmar will refuse entry to members of a United Nations team probing allegations of killings, rape, and torture by Myanmar's security forces against Rohingya Muslims, officials said. The UN Human Rights Council had approved the mission by consensus in March after facing international pressure. Notably, around 75,000 Rohingya Muslims fled to Bangladesh after the military crackdown.",Ankush Verma,"30 Jun 2017,Friday",http://www.reuters.com/article/us-myanmar-rohingya-un-idUSKBN19L0CP,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498846873411_286.jpg?resize=400px:*')"">
</div>"
21,650 security forces deployed to protect Obamas in Indonesia,"Around 650 Indonesian security forces were deployed to protect former US President Barack Obama and his family during their trip to the Southeast Asian country. The Obamas visited ancient temples and went white water rafting. Notably, Obama spent four years of his childhood in Jakarta after his mother split up with his father and remarried an Indonesian man.",Ankush Verma,30 Jun,https://www.theguardian.com/us-news/2017/jun/29/obama-in-indonesia-wife-kids-and-650-soldiers,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498844863015_524.jpg?resize=400px:*')"">
</div>"
22,Brexit could create €20 bn gap in EU budget: EU Commissioner,"EU's Budget Commissioner Günther Oettinger has said that Britain's withdrawal from the bloc could leave a €20 billion hole in its budget. While Brexit could cause a gap of up to €11 billion a year, it may double owing to an increase in spending on defence and security, he added. Notably, Britain was asked to pay a €100-billion Brexit bill.",Ankush Verma,"30 Jun 2017,Friday",http://www.newindianexpress.com/world/2017/jun/28/brexit-to-blow-20-billion-euro-hole-in-european-union-budget-commissioner-1621842.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498842431810_220.jpg?resize=400px:*')"">
</div>"
23,"Pens, lipsticks banned at Hong Kong 20th anniversary event","The guests invited to the event marking the 20th anniversary of Hong Kong's handover from British to Chinese rule were banned from bringing pens, contraceptives, and lipsticks, among other things. The military said that the objects had been banned to ensure security. However, the guests were handed goody bags containing camouflage hats, flags, water, biscuits, and buns.",Ankush Verma,30 Jun,http://in.reuters.com/article/hongkong-anniversary-pla-media-idINKBN19L099?il=0,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498839883082_792.jpg?resize=400px:*')"">
</div>"
24,How many Parliament sessions took place at midnight since 1947?,"Three midnight sessions of the Parliament have been conducted since India's Independence, with the first such session marking the country's independence from the British. The two other sessions were held to commemorate the silver jubilee of India's Independence in 1972 and to celebrate 50 years of freedom in 1997. The Centre will hold a special midnight meeting on GST tonight.",Ankush Verma,"30 Jun 2017,Friday",http://www.hindustantimes.com/india-news/gst-launch-times-when-the-parliament-convened-for-a-session-at-midnight/story-c55g94ewrOMefUvQJVFSEO.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498825195013_872.jpg?resize=400px:*')"">
</div>"
25,KK Venugopal appointed as new Attorney General,"Senior lawyer KK Venugopal has been appointed as the new Attorney General of India to succeed Mukul Rohatgi to the post. Venugopal, who has been practising law for over fifty years, has also appeared for LK Advani in the Babri Masjid demolition case at the Supreme Court. The 86-year-old held the office of Additional Solicitor General in Morarji Desai's Government.",Ankush Verma,30 Jun,http://www.hindustantimes.com/india-news/kk-venugopal-to-be-new-attorney-general-will-take-over-from-mukul-rohatgi/story-fFtHsnYTzePcpobHgDWEuL.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498832505399_314.jpg?resize=400px:*')"">
</div>"
26,Anupam Kher's 500th film The Big Sick hits the theatres,"Actor Anupam Kher's 500th film The Big Sick, which released on Friday in India, is ""heartwarming, compassionate and wholly human,"" wrote Hindustan Times. NDTV wrote that the film ""amuses, illuminates and refreshes in unexpected ways,"" while Times of India called The Big Sick a ""smart comedy"". The film was rated 4/5 (HT, NDTV) and 3.5/5 (TOI).",Ankush Verma,"30 Jun 2017,Friday",http://www.hindustantimes.com/movie-reviews/the-big-sick-brings-you-a-dose-of-warmth-review-by-rashid-irani/story-zJuXtKDHBXsBc8uvdGbKWO.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498840583132_653.jpg?resize=400px:*')"">
</div>"
27,India of 2017 is not the India of 1962: Govt on China threat,"India's Defence Minister Arun Jaitley responded to China's threat amid the stand-off between of the two nations' armies, saying, ""If they are trying to remind us, the situation in 1962 was different, the India of today is different."" A spokesperson of the Chinese People's Liberation Army had reportedly told India to ""learn from historical lessons and stop clamouring for war"".",Ankush Verma,30 Jun,http://www.hindustantimes.com/india-news/jaitley-responds-to-chinese-threat-india-of-2017-different-from-india-of-1962/story-zfR7xqJsphnowhcdqjeM4H.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498820458136_629.jpg?resize=400px:*')"">
</div>"
28,Star Wars droid R2-D2 auctioned for ₹17.8 crore,"An R2-D2 droid that was used in Star Wars films was auctioned for ₹17.8 crore ($2.76million) in California. Other items which were auctioned included Luke Skywalker's lightsaber which sold for about ₹3 crore. Meanwhile, Darth Vader's helmet from the original film was auctioned for ₹62 lakh.",Ankush Verma,"30 Jun 2017,Friday",http://www.hindustantimes.com/hollywood/star-wars-droid-r2-d2-auctioned-for-2-8-million-darth-vader-s-helmet-goes-for-96-000/story-s1d9pw0mu7HYrzsBJdJgfP.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498826760898_827.jpg?resize=400px:*')"">
</div>"
29,Cast of 'Game of Thrones' features on TIME magazine's cover,"The cast of HBO series 'Game of Thrones' has featured on the cover of the July edition of TIME magazine. Actors Kit Harington, Emilia Clarke, Nikolaj Coster-Waldau, Peter Dinklage and Lena Headey can be seen gathered around a table on the cover. Sophie Turner and Maisie Williams have also featured in the cover story along with the other cast members. ",Ankush Verma,30 Jun,https://twitter.com/GameOfThrones/status/880425069431984128,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498832223337_913.jpg?resize=400px:*')"">
</div>"
30,11th-ranked Zimbabwe 1st to chase 300+ in ODIs in Sri Lanka,"Eleventh-ranked Zimbabwe became the first team to successfully chase a 300+ total in ODIs in Sri Lanka, following their six-wicket win over the hosts on Friday. Earlier, there had been 32 instances of teams failing to chase a 300+ ODI score in Sri Lanka. The chase was Zimbabwe's second-best in ODIs, with 329 against NZ in 2011 being their best.",Ankush Verma,"30 Jun 2017,Friday",https://www.icc-cricket.com/match/6278#scorecard,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498829738477_866.jpg?resize=400px:*')"">
</div>"
31,Security of jail inmates needs to be looked into: Bombay HC,"Bombay High Court on Friday stated that after the death of Manjula Shetye, a female convict at Mumbai's Byculla jail, the issue of security of inmates has become important and it needs to be looked into. The statement was in response to a petition by a convict in Yerwada Central Jail who complained of inhuman treatment of his fellow inmates.",Ankush Verma,30 Jun,http://indiatoday.intoday.in/story/jail-security-jail-inmates-manjula-shetyes-death-bombay-high-court/1/991149.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498838062790_476.jpg?resize=400px:*')"">
</div>"
32,"Dravid resigns from IPL post, to be India A, U-19 coach","Rahul Dravid has resigned as Delhi Daredevils mentor and will continue to be the coach of the India A and India U-19 teams. DD announced on Friday that Dravid chose to ""serve India A as a coach"" since he ""has a lot to give back to the game."" BCCI has given Dravid a two-year contract with the junior teams.",Ayushi Ahluwalia,"30 Jun 2017,Friday",http://www.bcci.tv/news/2017/bcci-news/16116/rahul-dravid-to-continue-as-india-a-and-u-19-coach,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498830261159_758.jpg?resize=400px:*')"">
</div>"
33,Govt launches 100-hour certificate course on GST,"The Ministry of Skill Development and Entrepreneurship on Friday announced a 100-hour certificate course to understand the GST system. The course is set to be conducted in 100 centres across Delhi, Bengaluru and Bhopal starting from July 15. The training programme is aimed at chartered accountants, company secretaries, graduates and post-graduates in commerce, banking and finance related fields. ",Ayushi Ahluwalia,30 Jun,http://www.india.com/news/agencies/100-hour-certificate-course-in-gst-launched-2284261/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498835245084_223.jpg?resize=400px:*')"">
</div>"
34,Petya has data-destroying tool hidden in ransomware: Police,"Ukrainian police officials have said that ransom demands made by the Petya cyber attack were likely a 'smokescreen' to hide a tool for destroying data and wiping hard disks clean. Rather than profit, Petya's goal may also have been to plant malware for future attacks, experts said. Petya spread from Ukraine to approximately 60 countries across the world this week.",Niharika Prabhakar,"30 Jun 2017,Friday",http://in.reuters.com/article/us-cyber-attack-ukraine-idINKBN19K1WI,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498830430042_603.jpg?resize=400px:*')"">
</div>"
35,Self-driving bots to detect wanted criminals on Dubai roads,"Dubai police have announced that they will deploy a fleet of self-driving bots that will scan people and identify wanted criminals on the streets through biometric software. The bots will have HD cameras, laser scanners, and GPS along with ability to scan license plates. They also come with drones to follow individuals to places where the bots cannot reach.",Niharika Prabhakar,30 Jun,https://www.engadget.com/2017/06/29/dubai-autonomous-police-cars-o-r3/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498819696195_606.jpg?resize=400px:*')"">
</div>"
36,VC firm sued for harassing woman employee after she quit,"Venture capital firm Binary Capital has been sued by a former employee for harassing and defaming her after she quit the company. The ex-employee claims she left the firm over its ""sexual environment"", like statements about attractiveness of female employees. This comes following the firm's Co-founder Justin Caldbeck's ouster for making unwelcome sexual advances towards female startup founders.",Prashanti Moktan,"30 Jun 2017,Friday",https://techcrunch.com/2017/06/29/binary-capital-is-being-sued-by-a-former-employee-for-harassment/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498812898218_184.jpg?resize=400px:*')"">
</div>"
37,Man stuck in mud goes viral after Snapchat shows him smiling,A picture of a British man stuck in mud has gone viral after his friend noticed that Snapchat's new Maps feature showed his cartoon avatar smiling and giving two thumbs-up while in water. The man was attempting to photograph ferries in Liverpool when he got stuck and had to be rescued. The Maps feature lets users track their friends' whereabouts.,Prashanti Moktan,30 Jun,http://mashable.com/2017/06/30/poor-guy-snapchat-maps/?utm_cid=mash-com-Tw-tech-link%23sd613jsnjlqd#X5idSmNAvaq2,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498826963321_324.jpg?resize=400px:*')"">
</div>"
38,Condemnation of mob attacks too little too late: Shatrughan,"BJP MP-actor Shatrughan Sinha has said that he is afraid that the condemnation of mob attacks is a case of too little too late. He added, ""The hapless Muslim boy Junaid, who was lynched on a train... was also Indian. What crime had he committed? Who decides what is the correct way for an Indian to eat or behave?""",Niharika Prabhakar,"30 Jun 2017,Friday",http://www.hindustantimes.com/bollywood/shatrughan-sinha-the-condemnation-of-mob-attacks-is-a-case-of-too-little-too-little/story-ni4jbmLt8IO4ytWDSn2NcK.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498830485611_550.jpg?resize=400px:*')"">
</div>"
39,"Ekta terms Ram, Sakshi's kissing scene in serial a 'mistake'","Television-film producer Ekta Kapoor has said she won't repeat the mistake of showing kissing scenes in her serials again like she did in Bade Achhe Lagte Hai, which starred Ram Kapoor and Sakshi Tanwar. Calling the scene one of her biggest learnings, Ekta added, ""Ratings for that show, which was six and five on regular episodes, went down to two.""",Niharika Prabhakar,30 Jun,http://www.zoomtv.com/telly-talk/fresh/article/showing-kissing-scene-bade-achhe-lagte-hain-mistake-ekta-kapoor-ram-sakshi-tanwar/34842?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498828028116_899.jpg?resize=400px:*')"">
</div>"
40,Lipstick Under My Burkha to open Indian Film Fest Melbourne,"Lipstick Under My Burkha will be the opening film at the 2017 Indian Film Festival of Melbourne. It will be screened for the first time in Australia, said the film's director Alankrita Shrivastava. The film was initially refused certification by the Indian censor board for being lady-oriented, having sexual scenes and audio pornography but was later cleared with FCAT's support.",Ankush Verma,"01 Jul 2017,Saturday",http://www.ibtimes.co.in/controversial-lipstick-under-my-burkha-selected-iffm-2017s-opening-film-check-out-7-other-films-732899,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498830586864_148.jpg?resize=400px:*')"">
</div>"
41,Man arrested for masturbating mid-air on B'luru-Mumbai plane,"A 31-year-old man has been arrested for masturbating mid-air and inappropriately touching a woman passenger on board a Bengaluru-Mumbai flight. The woman co-passenger woke up from her sleep to find the man masturbating and raised an alarm. When the airline crew reached the seat, the man denied the woman's allegation, however, he was fixing the zip of his trousers. ",Ankush Verma,01 Jul,http://indiatoday.intoday.in/story/mumbai-flight-masturbation-mid-air-arrest/1/991150.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498835082034_627.jpg?resize=400px:*')"">
</div>"
42,Maradona not invited for Lionel Messi’s wedding: Reports,"As per reports, former Argentina captain Diego Maradona has not been invited for footballer Lionel Messi's wedding in Rosario, Argentina, on Friday. The guest list features over 250 people, including Messi's Barcelona teammates Luis Suarez and Gerard Piqué, and Chelsea midfielder Cesc Fàbregas. Maradona coached the Argentina team from 2008-2010, of which Messi was a part.",Ankush Verma,"30 Jun 2017,Friday",http://www.india.com/sports/diego-maradona-not-invited-for-lionel-messis-wedding-reports-2279709/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30jun/inshorts_image_1498831032042_590.jpg?resize=400px:*')"">
</div>"
